stars,comment
5.0 out of 5 stars,"







  
  
    I just ordered this My first library box set for my daughter's first birthday. It's cute little thing and good one to start with to keep your kids engaged and to make them to get familiarise with alphabets, animals etc. The big and bright pictures attracts the kids. Over all a good product.
  
"
4.0 out of 5 stars,"







  
  
    My baby's first reaction to see this.. WowIt is very useful for kids n very worth in this price, it's hard cover can keep it long but if you have more naughtiest kid then it can use for 3 months too as attached the pictures are after 8 months but good thing is that now my 23 months old baby knows various animals n learnt all colour ,shapes, a to z, 1 to 10, and he knows the difference between farm n wild animals, and amazing thing is that he doesn't habbit of mobile tab or any other gadgets
  
"
3.0 out of 5 stars,"







  
  
    a. Book size is not more than playing card. Really disappointed with the size of the book. See attached picture.b. Quality is really good.c. No of page is 10 in the book.d. In the Number book, Numbers given 1 to 20 only. Limited content available.e. My 4 years baby all ready knows more than given in these books. So, more suitable for more younger kids.
  
"
5.0 out of 5 stars,"







  
  
    I purchased this for my 2 years old baby. This product is great for starting. Quality of pages are awesome and pages are kind of made of thick cardboard type paper and also safe for small kids to use. I would recommend this personally.
  
"
5.0 out of 5 stars,"







  
  
    You will be surprised that these books are for our dog. It has stopped him from tearing up the girl's homework. And sometimes I do find him looking at the pictures.
  
"
5.0 out of 5 stars,"







  
  
    Its a great product for kids who have just started to learn. The quality of the books was good. The size was a bit small though.
  
"
5.0 out of 5 stars,"







  
  
    My 1.5 years old baby live the books. Quality of pages, picture print, attractive colors used in books inside nd outside for kids, because of small in size it is easy to hold it in my baby’s hand nd turn over the pages. He can roughly use it without a worry of damage. Awesome product. Even my child learn 4-5 new things only in one day.
  
"
5.0 out of 5 stars,"







  
  
    They are very good. Toddlers will easily recognise and learn things with playing. It’s good to introduce first to toddlers. Quality wise very good.If you think to buy it thn definitely go for it.
  
"
4.0 out of 5 stars,"







  
  
    Ideal for 1-2 year olds. Though some items on book are difficult to pronounce for a 2 year but eventually he would learn it as the pictures are vivid.
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my toddler for my 10 months old infant. Loved it from day one. Asks me to read all the 10 books like flash cards in one sitting for twice a day. After few months when he started speaking he himself identified,read it without any help. He it pulled it to pieces due to over usage. So planning to rebuy the same set again
  
"
5.0 out of 5 stars,"







  
  
    Brought this set of books for my two yes kid. She instantly liked them. Good strength for pages and book which is most important for kids as they play more than they read 😀
  
"
5.0 out of 5 stars,"







  
  
    My Grandson very interested these books. In twenty months of age he reveals all the titles of the pictures. Paper quality and pictures quality are good. No question of torn the books anyway.
  
"
5.0 out of 5 stars,"







  
  
    Best quality books with 10 sets of knowledge your infant/child can get from animals, vegetables, fruits, etc. Really nice book go for it! Pages won't tear so easily so very durable.
  
"
5.0 out of 5 stars,"







  
  
    Definitely worth buying. My baby has learnt so many words from this book. Especially, ABC, farm animals and wild animals book.Few of the animals we can't see in India so it's difficult to explain it to them. Like ferret  and Ginnie 🐖.
  
"
